date,open,high,low,close,volume,volume_fi,volatility_atr,trend_macd,momentum_rsi,others_dr
2014-05-28,124.7061,124.7853,124.0466,124.3719,1566124,0.0,2.522759362549801,0.0,50.0,-27.127179374996967
2014-05-29,124.4335,125.2513,124.1609,125.2162,1624138,0.0,2.42044797951053,0.01894262820513859,100.0,0.6788510909618628
2014-05-30,124.9699,125.4624,124.6797,125.3569,3908258,2307001.989999999,2.303465980974064,0.028499766776661772,100.0,0.11236565236765195
2014-06-02,125.1106,125.6734,124.6006,125.1546,1682363,-3586.6599999999153,2.215561268047345,0.024844119379082485,78.89197169180078,-0.16137923002244037
2014-06-03,124.9436,125.8669,124.5302,125.6559,2061733,-552110.9750000122,2.1527854631868206,0.0422825447180486,86.8365074999949,0.40054460643077494
2014-06-04,125.6734,125.7526,125.1018,125.1018,1335673,18305.23200000168,2.0455007872449054,0.02827699156985375,58.67252832515827,-0.4409661623529071
2014-06-05,125.5415,126.4033,124.7853,126.377,1542282,-374576.11609999626,2.0149650167274116,0.07657674143590043,77.79586299227033,1.0193298577638288
2014-06-06,126.6232,127.1948,126.2187,127.1948,1769660,908334.7910000015,1.9407603726754539,0.14662636569295273,83.45944870898104,0.6471114205907735
2014-06-09,127.1948,127.9774,127.1684,127.7928,1800929,366192.42260000115,1.8599203460557785,0.22257238733091356,86.3887140983573,0.4701450059279244
2014-06-10,127.485,127.696,127.0365,127.485,1699958,-20227.520399999907,1.7810903213375084,0.25735370576586547,78.16725433668057,-0.2408586399233803
2014-06-11,127.2124,127.485,126.7991,126.9925,1489897,248918.9095999978,1.7028624412419724,0.25263984510155524,66.485584138454,-0.386319959210879
2014-06-12,127.4674,127.4674,125.5591,125.8141,1839500,-233160.72780000043,1.7175365525818314,0.1810161193402422,47.06657438971862,-0.9279288146937903
2014-06-13,125.9197,126.4121,125.6031,126.0692,1376210,104967.20710000134,1.652641084540272,0.1399069034121112,50.66583276699559,0.20275946813592682
2014-06-16,125.691,126.2187,125.4008,126.034,1274286,-124290.55860000552,1.5930167213588236,0.10527895173345314,50.123205055709064,-0.027921173450762282
2014-06-17,125.7614,126.6232,125.436,126.3594,1209437,-48397.52459999978,1.5640298126903356,0.0971307751724595,55.23684625317627,0.25818429947472854
2014-06-18,126.5704,126.9749,125.5503,126.9222,1340743,59027.10739999985,1.5540705403553123,0.12386079509525416,62.83997229331752,0.4453962269526546
2014-06-19,127.0981,127.2651,126.6232,127.0629,1560479,246958.04700000188,1.488915501758505,0.15141621547327588,64.57562041077053,0.11085531136396654
2014-06-20,127.1068,127.7752,126.8079,127.6521,4204666,2090377.397700002,1.451657251632897,0.20780937342156847,71.0982944037233,0.46370734494491916
2014-06-23,127.5993,127.7752,126.6408,126.7111,1390232,59892.89459999953,1.4289960193734041,0.18825638988286642,53.08571578245354,-0.7371598273745561
2014-06-24,126.377,127.1733,125.7966,125.8317,1404566,5097302.040000018,1.425260589418161,0.11359112448853637,41.69511506962863,-0.6940197030883666
2014-06-25,125.7526,126.9661,125.6471,126.3242,1321768,26488.721599999804,1.4176705473168638,0.08712471397195998,48.794966856022384,0.3913958088462621
2014-06-26,126.4121,126.6232,125.3636,126.3945,1490908,48593.27759999963,1.4063797939370872,0.07031147634339163,49.8017363152048,0.05565046127344875
2014-06-27,125.9021,126.6934,125.8076,126.3594,1981763,23231.82399999275,1.3691955229415813,0.05405383932894381,49.24394732568936,-0.027770195696807942
2014-06-30,126.5616,126.5704,125.8054,125.9636,1878415,-166976.7662999977,1.3260386998743257,0.013578858436162022,42.98049915833315,-0.3132335227929217
2014-07-01,126.1131,127.3531,126.0868,127.1244,1767594,-163839.28500000012,1.3305716498833022,0.0626264902018221,60.13786748420244,0.9215360627990998
2014-07-02,126.8342,127.7752,126.245,127.7136,1621309,-449935.5,1.3448308177487802,0.1414452276999043,66.110264716113,0.4634830134891521
2014-07-03,127.7312,128.1533,127.5114,127.8719,1142241,-467451.36750000145,1.294621473623868,0.21242396163734156,67.61446384140197,0.12394921136040793
2014-07-07,127.9335,128.0214,127.0717,127.4322,1257923,102256.82040000182,1.2699842255078768,0.23385172939026688,59.193961202817505,-0.343859753393827
2014-07-08,127.7048,127.8631,127.0541,127.1244,1596826,-339802.287500001,1.2370567808287427,0.22566259251583176,53.783802920971745,-0.24154020726315784
2014-07-09,127.3179,127.5465,126.6584,127.23,1521771,-53350.06559999752,1.2121312964838322,0.22432025253291954,55.397546496418066,0.08306823867016977
2014-07-10,126.1923,126.8079,125.9614,126.5352,2070061,-278830.0619999958,1.216164775306416,0.16985709362452894,43.78960636885959,-0.5460976184862076
2014-07-11,126.7551,127.0629,126.2275,126.9046,1907924,-125654.18620000074,1.1889672913559572,0.15252931783457768,50.19208292747071,0.29193457630762865
2014-07-14,127.5026,128.1357,127.2915,127.5114,2114592,43471.16219999962,1.1919767705448183,0.18215790998371517,59.0357597359514,0.478154456182045
2014-07-15,127.5114,127.9335,126.9486,127.5641,1955732,31529.375999999724,1.1771855726487597,0.20714535304237813,59.75189145188573,0.04132963797747191
2014-07-16,127.7576,128.6106,127.5375,128.5403,1971812,-146906.34200000102,1.1697508888881347,0.29736242083399134,70.6998646369483,0.7652623269399417
2014-07-17,127.8016,128.1006,126.1483,126.2275,2778988,-1100363.9695999918,1.2570543968246963,0.19058499505965187,40.548370523017546,-1.799280070141418
2014-07-18,126.4825,127.5641,126.2275,127.3619,2132969,-189907.40879999942,1.2627362256229318,0.19053581555913013,52.10768612985379,0.8986948168980602
2014-07-21,127.2124,127.397,126.3242,126.8958,1520875,-840796.9178999847,1.249169352364151,0.1529585941368765,47.70986706717681,-0.3659650177957552
2014-07-22,127.4146,128.1006,127.4146,127.6169,1608162,-133825.78499999762,1.2460001129095681,0.17668711257391578,54.55642596605143,0.5682615185057305
2014-07-23,127.8104,127.905,127.0981,127.23,1849659,109879.61280000323,1.2146358191303133,0.16367584511115751,50.465702981758625,-0.3031730123518095
2014-07-24,127.9599,128.7689,127.0453,127.6257,2580146,8553.459199993878,1.2509904034781485,0.18193852678264477,54.49243718671969,0.31101155387880386
2014-07-25,128.0918,128.338,127.1508,127.6169,1601797,-95897.8077999993,1.2464339460868514,0.19347328414247045,54.37900332119915,-0.006895162964826174
2014-07-28,127.441,128.0654,126.4385,127.9774,2002176,-203272.04900000468,1.2736100927949339,0.22807415089430094,58.465798469697084,0.28248609706080785
2014-07-29,127.7048,128.6282,126.6232,126.6496,2288993,-664724.6907999963,1.325852229023867,0.1499453059911957,42.34475829273752,-1.037526938350053
2014-07-30,126.8606,127.3179,126.2099,126.4033,2458395,-718134.3279000006,1.3102913555221616,0.06797183734838086,39.984997902801155,-0.19447357117591269
2014-07-31,126.0428,126.2363,123.6421,123.8971,3572440,-3532687.8675000155,1.4139276872705788,-0.1915546679548754,24.17055072042533,-1.9827014009919153
2014-08-01,123.2463,123.9762,122.4197,123.774,2494476,-94867.77330000003,1.4241114238941088,-0.40217991344366055,23.640635589710765,-0.09935664353725171
2014-08-04,123.2463,123.9762,122.4197,123.774,2494476,132697.36839999328,1.4335677507588154,-0.5625324011697614,23.64063558971077,0.0
2014-08-05,123.6596,124.0993,122.534,122.921,2168828,277777.7439999982,1.4429771971331853,-0.7482787572555338,19.6635229178961,-0.6891592741609665
